id,gender,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72
151501033,male,-370.4015154319699,151.78433233867602,-24.930624819756282,2.0518211219815727,-11.717263763339979,-12.290822537724527,-13.833618569764164,-16.875473803356904,-7.629204094730486,-18.444484185866518,-16.53003853316951,-8.980546642007363,-11.80048313463828,896.4663551732647,792.8130008709211,31.317368321911765,18.16639275266327,19.190596181032465,19.24209687103143,22.823025620708286,43.49290910677986,21.993429344023326,0.07720523909696,0.0305356144305637,-177.3838882446289,236.23319244384766,56.284122467041016,95.41352462768555,42.25375556945801,60.39480972290039,34.36612415313721,31.246618270874023,28.412832260131836,20.80236530303955,16.919989585876465,25.126978874206543,19.576425552368164,3126.580386451679,2049.590202496557,66.58616401089975,45.32803984110305,43.862001383705575,38.532940733598465,46.53266272525343,61.6036826839668,50.9565827232416,0.4150390625,0.12827163189649574,72.55247850265843,38.650207667095685,30.322277800619453,29.930691706462028,19.072128900997654,20.63567345806348,16.104154864212315,14.72869118750614,12.424293363569003,11.887362872922324,9.85506486637507,9.381906636194593,9.17770309655965,370.68763402550195,285.0333200609656,5.631551355224136,6.1604604595806745,5.529502271090284,4.188054295932711,4.650054748157569,7.668540005304804,7.509266078352471,0.0443843909406312,0.02251596769154585
159403005,male,-354.0935132637496,126.61038392402632,-42.78812063843222,-0.9123710019173045,-17.726690339708068,-27.047657810737007,-29.509537588758878,-29.632703106721383,-13.019091128492073,-20.158712590015185,-23.19455953834405,-12.065036871556847,-13.218342490332992,1088.0713590638022,932.6051057684903,31.2550656010423,17.918666016220126,19.376149902752037,17.41419649949144,21.286598430963853,36.132137531049544,30.354919792674636,0.08916530543014756,0.03106051849882995,-86.29466692606609,218.60496520996094,47.50333118438721,87.99957911173503,42.71798292795817,31.45368989308675,24.30992062886556,15.92786169052124,29.98542849222819,28.876577695210774,13.44059189160665,22.190418243408203,18.35102415084839,3665.557364876458,2054.3284803616175,70.7491046005856,47.0198266657573,46.99439710537704,37.12213331745037,46.58898390100418,62.387934935717034,56.88312249407178,0.4628092447916667,0.1857226192951202,83.03336647088777,41.38301034019786,29.608222603116516,24.205030622753537,16.089249978596257,14.81820894895566,14.004042360959206,15.404856496837056,11.39889469305224,12.04091605437523,9.517274502239154,8.197281360226638,7.958288497789432,380.5249137792184,246.74884205407523,4.914688336887395,5.763074959015057,5.522980266481059,4.047288397226878,4.291940031174939,9.800564399859757,10.15763947893212,0.046582957983794394,0.02590253090902485
610300017,male,-309.4923684110011,103.34447486218232,-42.64743090377751,14.742539031002154,-24.24126406261709,-11.337741527443072,-15.645379676985176,-34.62256255557002,-11.322285678213849,-7.826390440719945,-11.71166102493575,-14.148856805407926,-14.73986170514306,1367.5946424343592,1107.3044863602463,31.87007782574536,18.074051786055207,19.917475930029013,18.16104304778231,18.792945601978467,37.16127362338726,35.241522023603416,0.1199542535647654,0.0430897700397029,-92.09052276611328,227.42083740234372,51.02391815185547,101.08599853515624,30.35218811035156,43.24396514892578,25.762958526611328,18.687618255615234,25.762836456298828,27.837026596069336,19.34357261657715,19.136289596557617,13.660985946655272,4351.832792697246,2384.702008408884,75.36061905032021,41.26788205924788,41.8353232971601,37.56486006881236,34.88629282864552,67.91243615022955,61.557517216460816,0.52783203125,0.2630335390567779,94.14303281488117,44.18387906522027,33.54116812106086,28.66042518527151,19.093111869643856,14.90005316222267,14.524427584800636,18.21059199296001,12.436989226828503,12.505731639787548,9.29963951851787,8.585032106702487,9.707630164775289,547.4483633350524,287.12687309267125,5.79277063011971,6.683505591671491,6.072297498522007,4.31292127347891,3.4606169104915114,11.483770286386804,10.29204069811671,0.0710585746058987,0.0399295753900385
610300032,male,-270.8249671051823,128.06572869066244,-45.84126287604064,9.172523721550093,-21.647820763449644,-20.680942575911445,-20.493354788056298,-26.862537636209314,-6.574919646855889,-0.682132632054507,-6.053481517604865,-3.1856064992737587,-4.979452644476172,1199.583931285946,997.354473175372,29.774190442831923,20.116734342899065,20.552022875726692,18.794853933672414,20.288920342483962,29.436123606580477,37.946496074698345,0.104207785036634,0.0716545648100522,-89.5567398071289,220.44296264648438,47.294166564941406,104.51880645751952,36.77866744995117,41.65140914916992,32.319040298461914,36.74298858642578,35.86326217651367,43.80391883850098,35.79127311706543,33.424272537231445,29.553266525268555,4078.5327472096806,2370.715501504327,70.25808886889223,47.66454749566474,49.04835143691012,37.51406131330987,39.14779859205693,57.67663646141686,63.2553708047259,0.561767578125,0.2556759715080261,81.72451930822777,39.8323456908575,31.044322380771447,28.617506410871496,21.339708925500005,16.918910560654098,16.21794168959257,18.74640457093429,13.394614753239319,12.86022772287265,10.217559205798464,9.511782262625447,9.864359304117682,468.6374321069459,285.1122042271762,5.919255687973116,5.687411026249991,5.832888953779074,4.30017338495823,3.3276201689632634,7.180779415499911,6.286052380770988,0.058142313869220905,0.055790281355805896
610300070,female,-350.1788214602557,92.88791140486671,-38.37696337803329,3.5383164039309407,-28.491834402916986,-27.98029612964175,-26.09996324618598,-20.545853690087675,-8.630511548313393,-12.384522580577563,-9.75926272242368,-9.679787275120113,-12.85961835975067,1289.029976835823,1087.3885768107712,27.955573589802203,19.541347463135747,20.892261160341207,18.621354089639,20.084158882467364,33.73632140867727,35.245892654278784,0.1084248053474528,0.0305297939044978,-61.12236213684082,204.12024688720703,70.96891021728516,83.97389221191406,39.01160430908203,43.58201217651367,27.02547264099121,27.948963165283203,37.7006893157959,30.645959854125977,22.8261079788208,24.99340057373047,26.221309661865234,3994.460965959548,2373.512293718494,63.006438493324026,49.026734980377825,49.62131124508642,39.558140304005306,48.85542377662421,66.77275586932957,61.43840188418816,0.497802734375,0.2172281146049499,72.29967564413653,30.369244779010835,32.20652773311832,24.430129024336033,20.891803102639557,18.055058644168092,16.658737083366148,16.185334186368415,13.175586931507343,10.69594911418467,9.299473756339422,9.621210561644988,9.559213589562685,441.4201816431846,279.95587903430976,6.13433166915836,6.508435086044071,6.014758148670643,4.575201769011871,4.6135295348312715,11.12824693279188,9.827090381307986,0.0531208190650491,0.0276658915547112
610399182,male,-310.3572568360716,125.3326681059865,-51.67983476087867,9.950162914679849,-26.41253590243443,-21.71650351103106,-8.592893479251343,-31.42780409767003,-15.276477328018055,-13.927874146980825,-13.60192183408413,-7.959913725172693,-15.962506868339462,1178.7256273816329,954.1721309635553,31.649106616124488,17.816473739146847,20.03511800026249,18.208297021198064,18.166982857777477,40.23001799184683,30.198414501171357,0.09817180998107454,0.046234402577257194,-102.40393829345703,241.64749654134116,64.85242207845052,99.14645640055339,47.05375544230143,34.2269655863444,35.06571833292643,25.24884605407715,23.289467493693035,19.598060607910156,19.131141026814777,27.406453450520832,16.838301340738933,3748.3180212078646,2140.24403527186,66.67620907108596,43.27663644761217,47.075299884438856,39.07740280352338,39.247258896612685,64.7828826758224,56.28042639601117,0.4552408854166667,0.23702353239059445,100.57397096702346,47.20505857325704,37.710714441853604,28.28137567973012,22.886189988967118,16.0945167364063,13.990277861195251,18.052172480249542,11.692342494262936,11.093878654487497,11.090238369375394,9.62045677133486,9.509159071937331,413.27352196341735,256.5873656049434,5.712423651132014,6.20828961382914,5.723404210663564,4.696565307610958,3.2064315816121223,10.432856182438886,9.764568817615354,0.05058733645325647,0.040672015204364705
610399205,male,-283.23303528520097,121.62704368698222,-67.59106441936035,25.80096843465309,-16.809074188872565,-10.52866485037037,-7.232006318738919,-19.83262730767349,-8.81607856343762,-8.90447799470221,-12.26625805050552,-11.156090712217528,-11.562124722239817,1478.8785477546764,1070.0280035766593,27.889402612982582,16.125787921186227,18.00391104500849,16.53354372653477,18.92827804224885,27.962877436193793,38.50462530664711,0.13878471303142154,0.034195584927169266,-80.4158541361491,202.6474609375,24.96152909596761,108.52839914957683,31.115392049153645,44.348715464274086,33.650360107421875,26.93432871500651,29.495468139648438,31.927296956380207,18.410085678100586,18.65563456217448,15.148253758748373,3751.692332574486,2065.2366062736137,57.828509851700254,39.65624739534517,40.9780783533565,34.508759480367566,39.02570158627301,52.805667186898496,60.524166441290895,0.4864908854166667,0.20796299974123633,78.3343046471472,41.47099864823493,32.55932888863543,24.811627425738962,16.811508375280827,15.344184527260126,15.35095379022971,13.990780498898816,12.946301910918102,10.826100682067853,9.24309335571313,8.473117276976085,8.340310610074285,479.42039594954673,244.42766167986449,5.192672670274609,4.954369732005659,4.607271623644007,3.3384744609676367,3.491829091555213,5.2679918643983745,5.767333243709994,0.06361183275980793,0.028268807831819166
610399206,male,-278.86288171606276,156.93575623864476,-65.119967116831,20.343339956683753,-18.514779385948724,-9.528368652091537,-7.4198520852888805,-18.569986202417336,-5.746278814628411,-6.496433582807183,-1.6311863987155204,-5.9230519050612065,-2.190553196661634,1204.5640281510439,952.5690644472703,25.85273554403061,15.272842499779271,17.880506937343025,15.847167509384832,18.187359255316732,33.92144523985463,29.021999400150722,0.11188191939136316,0.03313040951989391,-147.0810063680013,224.89078267415366,3.6519831816355386,93.32923126220703,23.639333566029865,43.024678548177086,22.67450761795044,25.20796998341878,23.716601371765137,25.65132427215576,25.995500882466633,19.16880718866984,23.997679392496746,3104.902194202637,1963.9516279119314,60.613101744476374,35.095665453227824,37.084156612933846,30.537216118932033,30.925632123736463,57.19455673383402,54.452295438561805,0.3868001302083333,0.13375347107648847,46.147160920146,31.18869828643601,21.79071743714268,22.59621797173909,14.496374963420976,13.866892660816829,12.073844686444536,11.285233434395751,9.55603510943838,10.158150414901014,8.078429470384819,7.801632257408438,8.100848769573217,338.7284948380416,243.81280255999812,5.398887891492712,4.821003873549294,4.497545085514456,3.142886439308663,2.7696159770672484,8.042143777465235,9.550178442811335,0.041537850557835,0.02247198017567183
810100075,female,-450.5084866893183,93.1352015213724,-18.966392755686968,17.49426139909433,-31.867223501423805,-36.02305334620476,-35.61135124057739,-12.82421464467095,-11.932484154444822,-18.05281749463029,-9.993719197795782,-12.740395873977839,-8.109594483952991,1278.3433162023307,1072.2175997466527,30.68657526470828,19.182624854490182,21.027353851619374,20.223260659228927,20.758377038303763,35.524301029618876,31.372957397203077,0.11786602521053509,0.015874135374473134,-266.1836395263672,198.47073872884116,77.08968861897786,126.52815755208333,30.08819580078125,32.24100240071615,9.51738444964091,30.485619862874348,29.144641240437824,14.591787020365397,26.267791748046875,23.8802973429362,20.73078727722168,4932.178857896847,2601.223455521968,61.52998852762966,43.09976636788667,43.6763643427469,38.71839020206929,41.99002202698617,62.880534366135,65.34413389847812,0.6417643229166666,0.08692055443922674,85.63261912937132,47.979625118216155,34.72762918271183,32.77246753583713,22.814198668480078,21.78434729955359,17.266822141547895,13.935399498819415,13.285618225424592,10.360534109853115,10.688903187971228,11.85425982463309,8.315390396273939,682.5290411185232,358.25510290680023,7.026350562194353,6.508029755604167,6.297292127063426,5.126639267197359,4.320865668176423,12.19734293321189,11.796786217117178,0.08227623387678656,0.0120345044176888
810100091,male,-477.211921378414,144.86281174897812,-16.81633296978719,6.993185830935076,-6.552109213114193,-23.213473151853783,-11.580367201577346,-7.331429133926571,-10.988122271824023,-9.137361953967993,-2.7635999433064313,-6.587857498767204,-8.653222102692297,932.367983007654,878.4860822367016,28.215216245395215,15.022538784293273,17.907252607779665,17.856091421206997,19.92652930286267,37.874420275675135,22.470894884266514,0.0780662137582913,0.007592260128252,-258.44519805908203,249.20159912109375,59.40425109863281,108.87904357910156,54.48657989501953,40.12162208557129,35.90457534790039,42.09659767150879,28.27535343170166,25.185458183288574,28.476571083068848,20.533061027526855,18.3514404296875,3071.395226812645,2183.37499578827,66.15339532758165,41.639581507919175,42.38456266200728,35.63891751690042,44.44338590192952,60.015521247907316,57.600940304309276,0.3486328125,0.05533125996589659,79.35720992022291,35.70843693231324,31.011999925367682,23.891641598291613,15.743734764140129,14.930547525589889,13.84020208082915,15.460236997309433,10.369195862348507,9.526780432924507,8.347872324883369,7.041258989901172,6.759921946004364,277.97523795573136,222.7192345106439,5.267073648615558,4.860673435740781,4.895286269513468,3.5699671466801455,3.3311580836706867,9.876318436509896,9.40310303565465,0.03074354821344385,0.007816920995776501
